timestamp,song_name,artist,valence,energy,hour
29-11-2025 23:22,Sunflower,"Post Malone, Swae Lee",0.91,0.48,23
29-11-2025 23:26,WOKE UP,XG,0.46,0.63,23
30-11-2025 02:44,lovely (with Khalid),Billie Eilish,0.12,0.3,2
30-11-2025 02:51,NO,Meghan Trainor,0.66,0.8,2
30-11-2025 02:58,We Don't Talk Anymore,Charlie Puth,0.35,0.56,2
30-11-2025 03:02,Paradise,Chase Atlantic,0.3,0.8,3
01-12-2025 12:05,All The Stars,Kendrick Lamar,0.55,0.63,12
01-12-2025 12:09,Barbaad,The Rish,0.28,0.51,12
01-12-2025 15:06,supenatural,Ariana Grande,0.52,0.71,15
01-12-2025 17:32,Promise,Jimin,0.74,0.18,17
01-12-2025 17:39,Moonlight,Chase Atlantic,0.14,0.58,17
01-12-2025 20:53,Die With A Smile,Lady Gaga,0.54,0.59,20
01-12-2025 21:00,supenatural,Ariana Grande,0.52,0.71,21
01-12-2025 21:06,Woman,Doja Cat,0.88,0.76,21
01-12-2025 21:13,Fade Into You,Mazzy Star,0.18,0.33,21
02-12-2025 13:01,Harleys In Hawaii,Katy Perry,0.72,0.76,13
02-12-2025 13:06,All The Stars,Kendrick Lamar,0.55,0.63,13
02-12-2025 16:19,Swim,Chase Atlantic,0.08,0.54,16
02-12-2025 16:23,Mantra,JENNIE,0.84,0.73,16
02-12-2025 16:30,Dirty Work,Aespa,0.63,0.74,16
02-12-2025 16:35,Attention,Charlie Puth,0.8,0.61,16
02-12-2025 16:38,Swim,Chase Atlantic,0.08,0.54,16
02-12-2025 16:45,Humsafar,Sachet-Parampara,0.53,0.77,16
02-12-2025 16:51,Attention,Charlie Puth,0.8,0.61,16
02-12-2025 16:57,Woman,Doja Cat,0.88,0.76,16
02-12-2025 17:02,luther (with sza),Kendrick Lamar,0.58,0.57,17
02-12-2025 17:07,Killin' It Girl,J-Hope,0.8,0.89,17
02-12-2025 17:13,Like Jennie,Jennie,0.82,0.74,17
02-12-2025 19:54,Harleys In Hawaii,Katy Perry,0.72,0.76,19
02-12-2025 19:58,Fade Into You,Mazzy Star,0.18,0.33,19
02-12-2025 21:32,Promise,Jimin,0.74,0.18,21
02-12-2025 21:37,NO,Meghan Trainor,0.66,0.8,21
03-12-2025 01:36,Arson,J-Hope,0.27,0.8,1
03-12-2025 01:42,Glimpse of Us,Joji,0.27,0.29,1
03-12-2025 01:46,Brooklyn Baby,Lana Del Rey,0.09,0.66,1
03-12-2025 01:52,All The Stars,Kendrick Lamar,0.55,0.63,1
04-12-2025 12:14,Love wins all,IU,0.32,0.45,12
04-12-2025 12:20,Jhol - Acoustic,Maanu,0.52,0.26,12
04-12-2025 14:34,Promise,Jimin,0.74,0.18,14
04-12-2025 17:09,Harleys In Hawaii,Katy Perry,0.72,0.76,17
04-12-2025 17:12,Woman,Doja Cat,0.88,0.76,17
04-12-2025 17:17,Replay,SHINee,0.59,0.78,17
04-12-2025 17:22,NO,Meghan Trainor,0.66,0.8,17
04-12-2025 17:26,I Like It,Cardi B,0.65,0.73,17
04-12-2025 22:57,Love wins all,IU,0.32,0.45,22
04-12-2025 23:03,lovely (with Khalid),Billie Eilish,0.12,0.3,23
05-12-2025 01:59,Love wins all,IU,0.32,0.45,1
05-12-2025 02:04,Into It,Chase Atlantic,0.29,0.57,2
05-12-2025 02:07,Serendipity,BTS,0.23,0.58,2
05-12-2025 02:13,i wish i hated you,Ariana Grande,0.28,0.24,2
05-12-2025 13:26,All The Stars,Kendrick Lamar,0.55,0.63,13
05-12-2025 13:32,Humsafar,Sachet-Parampara,0.53,0.77,13
05-12-2025 13:39,Sunflower,"Post Malone, Swae Lee",0.91,0.48,13
05-12-2025 13:42,luther (with sza),Kendrick Lamar,0.58,0.57,13
05-12-2025 13:46,Serendipity,BTS,0.23,0.58,13
05-12-2025 16:24,Fantastic Baby,BIGBANG,0.58,0.84,16
05-12-2025 16:31,Serendipity,BTS,0.23,0.58,16
05-12-2025 16:34,Still With You,Jung Kook,0.34,0.47,16
05-12-2025 20:36,Arson,J-Hope,0.27,0.8,20
05-12-2025 20:41,luther (with sza),Kendrick Lamar,0.58,0.57,20
05-12-2025 20:45,Hurts So Good,Astrid S,0.38,0.61,20
05-12-2025 20:50,lovely (with Khalid),Billie Eilish,0.12,0.3,20
05-12-2025 20:56,Wildest Dreams,Taylor Swift,0.47,0.67,20
05-12-2025 21:01,i wish i hated you,Ariana Grande,0.28,0.24,21
05-12-2025 21:07,Woman,Doja Cat,0.88,0.76,21
05-12-2025 21:12,Fantastic Baby,BIGBANG,0.58,0.84,21
05-12-2025 21:17,I Wanna Be Yours,Arctic Monkeys,0.48,0.42,21
05-12-2025 21:22,CHIHIRO,Billie Eilish,0.52,0.43,21
05-12-2025 21:27,Humsafar,Sachet-Parampara,0.53,0.77,21
05-12-2025 21:32,ONLY,LeeHi,0.15,0.3,21
05-12-2025 21:36,WOKE UP,XG,0.46,0.63,21
05-12-2025 21:40,Paradise,Chase Atlantic,0.3,0.8,21
05-12-2025 23:58,Young and Beautiful,Lana Del Rey,0.15,0.42,23
06-12-2025 13:52,luther (with sza),Kendrick Lamar,0.58,0.57,13
06-12-2025 13:56,CHIHIRO,Billie Eilish,0.52,0.43,13
06-12-2025 17:51,São Paulo,The Weekend,0.55,0.66,17
06-12-2025 21:57,FE!N,Travis Scott,0.2,0.88,21
07-12-2025 01:10,Dirty Work,Aespa,0.63,0.74,1
08-12-2025 13:00,Woman,Doja Cat,0.88,0.76,13
08-12-2025 15:33,Woman,Doja Cat,0.88,0.76,15
08-12-2025 18:15,Barbaad,The Rish,0.28,0.51,18
08-12-2025 18:20,Young and Beautiful,Lana Del Rey,0.15,0.42,18
08-12-2025 18:23,Attention,Charlie Puth,0.8,0.61,18
08-12-2025 18:28,Apocalypse,Cigarettes After Sex,0.17,0.47,18
08-12-2025 18:33,Attention,Charlie Puth,0.8,0.61,18
08-12-2025 18:38,Glimpse of Us,Joji,0.27,0.29,18
08-12-2025 18:42,Replay,SHINee,0.59,0.78,18
08-12-2025 21:55,Shy (eh o),PENOMECO,0.91,0.66,21
09-12-2025 00:22,Can't Help Falling in Love,Elvis Presley,0.34,0.29,0
09-12-2025 00:28,Mi Gente,J Balvin,0.31,0.69,0
09-12-2025 00:33,We Don't Talk Anymore,Charlie Puth,0.35,0.56,0
09-12-2025 00:38,Swim,Chase Atlantic,0.08,0.54,0
09-12-2025 00:43,I Like It,Cardi B,0.65,0.73,0
09-12-2025 00:46,We Don't Talk Anymore,Charlie Puth,0.35,0.56,0
09-12-2025 00:52,i wish i hated you,Ariana Grande,0.28,0.24,0
10-12-2025 12:31,Harleys In Hawaii,Katy Perry,0.72,0.76,12
10-12-2025 12:34,Paradise,Chase Atlantic,0.3,0.8,12
10-12-2025 12:37,Woman,Doja Cat,0.88,0.76,12
10-12-2025 12:43,Attention,NewJeans,0.7,0.65,12
10-12-2025 16:00,Shy (eh o),PENOMECO,0.91,0.66,16
10-12-2025 20:49,Glimpse of Us,Joji,0.27,0.29,20
10-12-2025 20:56,Serendipity,BTS,0.23,0.58,20
10-12-2025 21:02,pov,Ariana Grande,0.17,0.53,21
10-12-2025 23:39,Magic Shop,BTS,0.28,0.66,23
10-12-2025 23:44,Woman,Doja Cat,0.88,0.76,23
10-12-2025 23:49,Glimpse of Us,Joji,0.27,0.29,23
10-12-2025 23:55,FAKE LOVE,BTS,0.35,0.72,23
11-12-2025 00:00,Fade Into You,Mazzy Star,0.18,0.33,0
11-12-2025 02:43,Arson,J-Hope,0.27,0.8,2
11-12-2025 02:48,Mi Gente,J Balvin,0.31,0.69,2
11-12-2025 02:53,Fade Into You,Mazzy Star,0.18,0.33,2
11-12-2025 02:58,Style,Taylor Swift,0.46,0.79,2
11-12-2025 03:02,Apocalypse,Cigarettes After Sex,0.17,0.47,3
11-12-2025 12:25,Who,Jimin,0.84,0.76,12
11-12-2025 21:44,Attention,NewJeans,0.7,0.65,21
11-12-2025 21:51,WOKE UP,XG,0.46,0.63,21
11-12-2025 21:57,Wait On Me,KAI,0.36,0.87,21
11-12-2025 22:04,Mi Gente,J Balvin,0.31,0.69,22
12-12-2025 01:41,pov,Ariana Grande,0.17,0.53,1
12-12-2025 01:45,FAKE LOVE,BTS,0.35,0.72,1
12-12-2025 01:51,Friends,Chase Atlantic,0.08,0.61,1
12-12-2025 01:55,Killin' It Girl,J-Hope,0.8,0.89,1
12-12-2025 01:59,Swim,Chase Atlantic,0.08,0.54,1
12-12-2025 02:04,Paper Hearts,Tori Kelly,0.24,0.23,2
12-12-2025 02:11,Into It,Chase Atlantic,0.29,0.57,2
12-12-2025 13:10,Enduko Emo,Alaap Raju,0.7,0.63,13
12-12-2025 13:15,Promise,Jimin,0.74,0.18,13
12-12-2025 13:19,Promise,Jimin,0.74,0.18,13
12-12-2025 16:40,Hurts So Good,Astrid S,0.38,0.61,16
12-12-2025 19:56,Shy (eh o),PENOMECO,0.91,0.66,19
12-12-2025 20:01,luther (with sza),Kendrick Lamar,0.58,0.57,20
13-12-2025 01:57,lovely (with Khalid),Billie Eilish,0.12,0.3,1
13-12-2025 02:02,Gimme More,Britney Spears,0.38,0.84,2
13-12-2025 02:07,august,Taylor Swift,0.4,0.62,2
13-12-2025 12:47,Young and Beautiful,Lana Del Rey,0.15,0.42,12
13-12-2025 15:46,Jhol - Acoustic,Maanu,0.52,0.26,15
13-12-2025 20:53,Glimpse of Us,Joji,0.27,0.29,20
13-12-2025 21:00,NO,Meghan Trainor,0.66,0.8,21
13-12-2025 21:06,FE!N,Travis Scott,0.2,0.88,21
13-12-2025 21:10,Mi Gente,J Balvin,0.31,0.69,21
13-12-2025 22:40,São Paulo,The Weekend,0.55,0.66,22
13-12-2025 22:45,Humsafar,Sachet-Parampara,0.53,0.77,22
14-12-2025 02:55,FAKE LOVE,BTS,0.35,0.72,2
15-12-2025 12:34,Paper Hearts,Tori Kelly,0.24,0.23,12
15-12-2025 12:40,Into It,Chase Atlantic,0.29,0.57,12
15-12-2025 12:45,São Paulo,The Weekend,0.55,0.66,12
15-12-2025 12:49,Serendipity,BTS,0.23,0.58,12
15-12-2025 12:54,Attention,Charlie Puth,0.8,0.61,12
15-12-2025 15:32,Still With You,Jung Kook,0.34,0.47,15
15-12-2025 19:11,ONLY,LeeHi,0.15,0.3,19
15-12-2025 19:16,luther (with sza),Kendrick Lamar,0.58,0.57,19
15-12-2025 23:10,CHIHIRO,Billie Eilish,0.52,0.43,23
15-12-2025 23:14,Shy (eh o),PENOMECO,0.91,0.66,23
15-12-2025 23:21,Glimpse of Us,Joji,0.27,0.29,23
15-12-2025 23:28,Paper Hearts,Tori Kelly,0.24,0.23,23
15-12-2025 23:31,Shy (eh o),PENOMECO,0.91,0.66,23
15-12-2025 23:36,Attention,Charlie Puth,0.8,0.61,23
15-12-2025 23:41,Attention,NewJeans,0.7,0.65,23
15-12-2025 23:47,Dirty Work,Aespa,0.63,0.74,23
16-12-2025 13:15,i wish i hated you,Ariana Grande,0.28,0.24,13
16-12-2025 17:15,CHIHIRO,Billie Eilish,0.52,0.43,17
16-12-2025 17:21,Like Jennie,Jennie,0.82,0.74,17
16-12-2025 19:24,Barbaad,The Rish,0.28,0.51,19
16-12-2025 19:29,lovely (with Khalid),Billie Eilish,0.12,0.3,19
16-12-2025 23:06,Paradise,Chase Atlantic,0.3,0.8,23
16-12-2025 23:11,Brooklyn Baby,Lana Del Rey,0.09,0.66,23
16-12-2025 23:15,Like Jennie,Jennie,0.82,0.74,23
16-12-2025 23:20,Into It,Chase Atlantic,0.29,0.57,23
17-12-2025 01:36,Into It,Chase Atlantic,0.29,0.57,1
17-12-2025 01:41,Friends,Chase Atlantic,0.08,0.61,1
17-12-2025 12:52,Die With A Smile,Lady Gaga,0.54,0.59,12
17-12-2025 12:59,Woman,Doja Cat,0.88,0.76,12
17-12-2025 13:02,supenatural,Ariana Grande,0.52,0.71,13
17-12-2025 13:06,WOKE UP,XG,0.46,0.63,13
17-12-2025 13:10,Serendipity,BTS,0.23,0.58,13
17-12-2025 13:14,Promise,Jimin,0.74,0.18,13
17-12-2025 13:18,I Wanna Be Yours,Arctic Monkeys,0.48,0.42,13
17-12-2025 13:23,WILDFLOWER,Billie Eilish,0.13,0.25,13
17-12-2025 16:45,All The Stars,Kendrick Lamar,0.55,0.63,16
17-12-2025 16:49,Attention,Charlie Puth,0.8,0.61,16
17-12-2025 18:55,WOKE UP,XG,0.46,0.63,18
17-12-2025 19:02,Hurts So Good,Astrid S,0.38,0.61,19
17-12-2025 19:08,Swim,Chase Atlantic,0.08,0.54,19
17-12-2025 19:12,Barbaad,The Rish,0.28,0.51,19
17-12-2025 19:17,supenatural,Ariana Grande,0.52,0.71,19
17-12-2025 19:20,Brooklyn Baby,Lana Del Rey,0.09,0.66,19
17-12-2025 19:24,Moonlight,Chase Atlantic,0.14,0.58,19
17-12-2025 19:29,Brooklyn Baby,Lana Del Rey,0.09,0.66,19
17-12-2025 19:33,Replay,SHINee,0.59,0.78,19
17-12-2025 19:36,Hurts So Good,Astrid S,0.38,0.61,19
18-12-2025 01:34,Moonlight,Chase Atlantic,0.14,0.58,1
18-12-2025 01:40,pov,Ariana Grande,0.17,0.53,1
18-12-2025 01:47,Dirty Work,Aespa,0.63,0.74,1
18-12-2025 01:53,Paradise,Chase Atlantic,0.3,0.8,1
18-12-2025 01:57,Gimme More,Britney Spears,0.38,0.84,1
18-12-2025 02:01,FAKE LOVE,BTS,0.35,0.72,2
18-12-2025 13:52,Enduko Emo,Alaap Raju,0.7,0.63,13
18-12-2025 16:47,lovely (with Khalid),Billie Eilish,0.12,0.3,16
18-12-2025 16:53,Fantastic Baby,BIGBANG,0.58,0.84,16
18-12-2025 16:58,São Paulo,The Weekend,0.55,0.66,16
18-12-2025 17:03,lovely (with Khalid),Billie Eilish,0.12,0.3,17
18-12-2025 18:38,Who,Jimin,0.84,0.76,18
18-12-2025 18:43,Like Jennie,Jennie,0.82,0.74,18
18-12-2025 18:50,Sunflower,"Post Malone, Swae Lee",0.91,0.48,18
18-12-2025 18:55,Woman,Doja Cat,0.88,0.76,18
18-12-2025 18:58,pov,Ariana Grande,0.17,0.53,18
18-12-2025 19:03,Paradise,Chase Atlantic,0.3,0.8,19
18-12-2025 23:32,Like Jennie,Jennie,0.82,0.74,23
18-12-2025 23:38,Paradise,Chase Atlantic,0.3,0.8,23
18-12-2025 23:44,Love wins all,IU,0.32,0.45,23
19-12-2025 02:16,Still With You,Jung Kook,0.34,0.47,2
19-12-2025 02:22,Dirty Work,Aespa,0.63,0.74,2
19-12-2025 02:26,FAKE LOVE,BTS,0.35,0.72,2
19-12-2025 02:30,Arson,J-Hope,0.27,0.8,2
19-12-2025 02:37,Barbaad,The Rish,0.28,0.51,2
20-12-2025 19:09,Attention,Charlie Puth,0.8,0.61,19
20-12-2025 19:12,Die With A Smile,Lady Gaga,0.54,0.59,19
20-12-2025 19:17,Dirty Work,Aespa,0.63,0.74,19
20-12-2025 19:21,ONLY,LeeHi,0.15,0.3,19
20-12-2025 19:26,Paper Hearts,Tori Kelly,0.24,0.23,19
20-12-2025 23:46,Sunflower,"Post Malone, Swae Lee",0.91,0.48,23
20-12-2025 23:52,Harleys In Hawaii,Katy Perry,0.72,0.76,23
22-12-2025 12:10,Love wins all,IU,0.32,0.45,12
22-12-2025 12:14,All The Stars,Kendrick Lamar,0.55,0.63,12
22-12-2025 12:17,Sunflower,"Post Malone, Swae Lee",0.91,0.48,12
22-12-2025 12:24,Like Jennie,Jennie,0.82,0.74,12
22-12-2025 14:29,Die With A Smile,Lady Gaga,0.54,0.59,14
22-12-2025 14:35,Apocalypse,Cigarettes After Sex,0.17,0.47,14
22-12-2025 14:41,Arson,J-Hope,0.27,0.8,14
22-12-2025 14:46,Dirty Work,Aespa,0.63,0.74,14
22-12-2025 18:27,pov,Ariana Grande,0.17,0.53,18
22-12-2025 18:33,Sunflower,"Post Malone, Swae Lee",0.91,0.48,18
22-12-2025 18:40,Jhol - Acoustic,Maanu,0.52,0.26,18
22-12-2025 18:46,luther (with sza),Kendrick Lamar,0.58,0.57,18
22-12-2025 18:51,Moonlight,Chase Atlantic,0.14,0.58,18
22-12-2025 18:56,Dirty Work,Aespa,0.63,0.74,18
22-12-2025 19:02,Attention,NewJeans,0.7,0.65,19
22-12-2025 19:07,FE!N,Travis Scott,0.2,0.88,19
22-12-2025 19:13,Promise,Jimin,0.74,0.18,19
22-12-2025 22:59,Fade Into You,Mazzy Star,0.18,0.33,22
22-12-2025 23:05,FE!N,Travis Scott,0.2,0.88,23
22-12-2025 23:10,All The Stars,Kendrick Lamar,0.55,0.63,23
22-12-2025 23:16,Style,Taylor Swift,0.46,0.79,23
22-12-2025 23:21,Serendipity,BTS,0.23,0.58,23
22-12-2025 23:27,i wish i hated you,Ariana Grande,0.28,0.24,23
22-12-2025 23:30,Into It,Chase Atlantic,0.29,0.57,23
22-12-2025 23:33,DAISIES,Justin Bieber,0.48,0.38,23
23-12-2025 15:23,CHIHIRO,Billie Eilish,0.52,0.43,15
23-12-2025 18:17,lovely (with Khalid),Billie Eilish,0.12,0.3,18
23-12-2025 19:37,Wait On Me,KAI,0.36,0.87,19
23-12-2025 19:44,Glimpse of Us,Joji,0.27,0.29,19
23-12-2025 19:49,Hurts So Good,Astrid S,0.38,0.61,19
24-12-2025 13:51,Like Jennie,Jennie,0.82,0.74,13
24-12-2025 13:55,Into It,Chase Atlantic,0.29,0.57,13
24-12-2025 13:59,Replay,SHINee,0.59,0.78,13
24-12-2025 14:04,Humsafar,Sachet-Parampara,0.53,0.77,14
24-12-2025 14:11,ONLY,LeeHi,0.15,0.3,14
24-12-2025 14:17,Chemtrails Over The Country Club,Lana Del Rey,0.43,0.28,14
24-12-2025 14:23,Sunflower,"Post Malone, Swae Lee",0.91,0.48,14
24-12-2025 17:03,Paper Hearts,Tori Kelly,0.24,0.23,17
24-12-2025 17:08,i wish i hated you,Ariana Grande,0.28,0.24,17
24-12-2025 17:15,luther (with sza),Kendrick Lamar,0.58,0.57,17
24-12-2025 20:22,Sunflower,"Post Malone, Swae Lee",0.91,0.48,20
24-12-2025 20:27,supenatural,Ariana Grande,0.52,0.71,20
24-12-2025 23:41,Can't Help Falling in Love,Elvis Presley,0.34,0.29,23
24-12-2025 23:47,Paper Hearts,Tori Kelly,0.24,0.23,23
24-12-2025 23:50,CHIHIRO,Billie Eilish,0.52,0.43,23
24-12-2025 23:54,Swim,Chase Atlantic,0.08,0.54,23
24-12-2025 23:59,Paradise,Chase Atlantic,0.3,0.8,23
25-12-2025 00:02,WILDFLOWER,Billie Eilish,0.13,0.25,0
25-12-2025 00:06,Hurts So Good,Astrid S,0.38,0.61,0
25-12-2025 00:11,i wish i hated you,Ariana Grande,0.28,0.24,0
25-12-2025 00:16,Can't Help Falling in Love,Elvis Presley,0.34,0.29,0
25-12-2025 00:20,Sunflower,"Post Malone, Swae Lee",0.91,0.48,0
25-12-2025 00:26,Friends,Chase Atlantic,0.08,0.61,0
25-12-2025 02:53,Arson,J-Hope,0.27,0.8,2
25-12-2025 02:57,Arson,J-Hope,0.27,0.8,2
25-12-2025 03:02,FAKE LOVE,BTS,0.35,0.72,3
26-12-2025 12:08,Attention,NewJeans,0.7,0.65,12
26-12-2025 13:54,Brooklyn Baby,Lana Del Rey,0.09,0.66,13
26-12-2025 13:58,NO,Meghan Trainor,0.66,0.8,13
26-12-2025 16:15,Woman,Doja Cat,0.88,0.76,16
26-12-2025 16:19,pov,Ariana Grande,0.17,0.53,16
26-12-2025 20:20,DAISIES,Justin Bieber,0.48,0.38,20
26-12-2025 20:26,lovely (with Khalid),Billie Eilish,0.12,0.3,20
26-12-2025 22:13,Dirty Work,Aespa,0.63,0.74,22
27-12-2025 02:35,ONLY,LeeHi,0.15,0.3,2
28-12-2025 15:31,Like Jennie,Jennie,0.82,0.74,15
28-12-2025 17:17,Swim,Chase Atlantic,0.08,0.54,17
28-12-2025 17:20,Young and Beautiful,Lana Del Rey,0.15,0.42,17
28-12-2025 17:24,i wish i hated you,Ariana Grande,0.28,0.24,17
28-12-2025 17:27,Promise,Jimin,0.74,0.18,17
28-12-2025 19:42,Wildest Dreams,Taylor Swift,0.47,0.67,19
28-12-2025 19:48,Brooklyn Baby,Lana Del Rey,0.09,0.66,19
28-12-2025 21:07,CHIHIRO,Billie Eilish,0.52,0.43,21
28-12-2025 21:12,Hurts So Good,Astrid S,0.38,0.61,21
28-12-2025 22:50,Sunflower,"Post Malone, Swae Lee",0.91,0.48,22
28-12-2025 22:57,Style,Taylor Swift,0.46,0.79,22
29-12-2025 00:30,FE!N,Travis Scott,0.2,0.88,0
29-12-2025 00:35,pov,Ariana Grande,0.17,0.53,0
29-12-2025 00:39,Hurts So Good,Astrid S,0.38,0.61,0
29-12-2025 00:43,NO,Meghan Trainor,0.66,0.8,0
29-12-2025 00:47,Arson,J-Hope,0.27,0.8,0
29-12-2025 00:53,Friends,Chase Atlantic,0.08,0.61,0
29-12-2025 00:58,Gimme More,Britney Spears,0.38,0.84,0
29-12-2025 01:02,Fade Into You,Mazzy Star,0.18,0.33,1
29-12-2025 01:06,Moonlight,Chase Atlantic,0.14,0.58,1
29-12-2025 01:12,Wait On Me,KAI,0.36,0.87,1
29-12-2025 01:15,Love wins all,IU,0.32,0.45,1
29-12-2025 01:19,We Don't Talk Anymore,Charlie Puth,0.35,0.56,1
29-12-2025 01:24,I Wanna Be Yours,Arctic Monkeys,0.48,0.42,1
29-12-2025 01:29,Swim,Chase Atlantic,0.08,0.54,1
29-12-2025 01:33,Love wins all,IU,0.32,0.45,1
29-12-2025 01:37,ONLY,LeeHi,0.15,0.3,1
29-12-2025 01:42,Can't Help Falling in Love,Elvis Presley,0.34,0.29,1
29-12-2025 13:19,São Paulo,The Weekend,0.55,0.66,13
29-12-2025 13:23,Mantra,JENNIE,0.84,0.73,13
29-12-2025 13:28,Die With A Smile,Lady Gaga,0.54,0.59,13
29-12-2025 15:57,Arson,J-Hope,0.27,0.8,15
29-12-2025 17:52,Killin' It Girl,J-Hope,0.8,0.89,17
29-12-2025 17:57,Fantastic Baby,BIGBANG,0.58,0.84,17
29-12-2025 18:03,Enduko Emo,Alaap Raju,0.7,0.63,18
29-12-2025 20:07,Wildest Dreams,Taylor Swift,0.47,0.67,20
29-12-2025 20:11,DAISIES,Justin Bieber,0.48,0.38,20
29-12-2025 20:14,Young and Beautiful,Lana Del Rey,0.15,0.42,20
29-12-2025 20:18,Can't Help Falling in Love,Elvis Presley,0.34,0.29,20
29-12-2025 20:23,Barbaad,The Rish,0.28,0.51,20
30-12-2025 12:38,Die With A Smile,Lady Gaga,0.54,0.59,12
30-12-2025 15:02,Serendipity,BTS,0.23,0.58,15
30-12-2025 15:07,Humsafar,Sachet-Parampara,0.53,0.77,15
30-12-2025 15:12,Jhol - Acoustic,Maanu,0.52,0.26,15
30-12-2025 17:28,Love wins all,IU,0.32,0.45,17
30-12-2025 17:33,I Like It,Cardi B,0.65,0.73,17
30-12-2025 20:02,august,Taylor Swift,0.4,0.62,20
30-12-2025 20:06,lovely (with Khalid),Billie Eilish,0.12,0.3,20
30-12-2025 20:10,Sunflower,"Post Malone, Swae Lee",0.91,0.48,20
30-12-2025 20:15,Humsafar,Sachet-Parampara,0.53,0.77,20
31-12-2025 00:18,Wait On Me,KAI,0.36,0.87,0
31-12-2025 00:21,We Don't Talk Anymore,Charlie Puth,0.35,0.56,0
31-12-2025 00:27,FAKE LOVE,BTS,0.35,0.72,0
31-12-2025 00:31,Swim,Chase Atlantic,0.08,0.54,0
31-12-2025 15:09,Mantra,JENNIE,0.84,0.73,15
31-12-2025 15:13,Humsafar,Sachet-Parampara,0.53,0.77,15
31-12-2025 15:19,Style,Taylor Swift,0.46,0.79,15
31-12-2025 15:25,Replay,SHINee,0.59,0.78,15
31-12-2025 15:30,FAKE LOVE,BTS,0.35,0.72,15
31-12-2025 15:34,Gimme More,Britney Spears,0.38,0.84,15
31-12-2025 18:23,Style,Taylor Swift,0.46,0.79,18
31-12-2025 20:13,Promise,Jimin,0.74,0.18,20
31-12-2025 20:20,Hurts So Good,Astrid S,0.38,0.61,20
31-12-2025 20:26,Young and Beautiful,Lana Del Rey,0.15,0.42,20
31-12-2025 20:30,Still With You,Jung Kook,0.34,0.47,20
31-12-2025 20:33,Enduko Emo,Alaap Raju,0.7,0.63,20
31-12-2025 20:38,Attention,NewJeans,0.7,0.65,20
31-12-2025 20:44,Killin' It Girl,J-Hope,0.8,0.89,20
31-12-2025 20:51,Attention,Charlie Puth,0.8,0.61,20
31-12-2025 20:55,Barbaad,The Rish,0.28,0.51,20
31-12-2025 21:02,WOKE UP,XG,0.46,0.63,21
31-12-2025 21:09,Young and Beautiful,Lana Del Rey,0.15,0.42,21
31-12-2025 21:14,lovely (with Khalid),Billie Eilish,0.12,0.3,21
31-12-2025 21:19,We Don't Talk Anymore,Charlie Puth,0.35,0.56,21
31-12-2025 21:23,Swim,Chase Atlantic,0.08,0.54,21
31-12-2025 21:30,Woman,Doja Cat,0.88,0.76,21
31-12-2025 21:35,All The Stars,Kendrick Lamar,0.55,0.63,21
31-12-2025 21:42,DAISIES,Justin Bieber,0.48,0.38,21
01-01-2026 12:34,i wish i hated you,Ariana Grande,0.28,0.24,12
01-01-2026 15:03,Jhol - Acoustic,Maanu,0.52,0.26,15
01-01-2026 21:50,Swim,Chase Atlantic,0.08,0.54,21
01-01-2026 21:53,Humsafar,Sachet-Parampara,0.53,0.77,21
01-01-2026 21:59,Into It,Chase Atlantic,0.29,0.57,21
01-01-2026 22:04,lovely (with Khalid),Billie Eilish,0.12,0.3,22
02-01-2026 13:45,All The Stars,Kendrick Lamar,0.55,0.63,13
02-01-2026 16:30,luther (with sza),Kendrick Lamar,0.58,0.57,16
02-01-2026 16:35,NO,Meghan Trainor,0.66,0.8,16
02-01-2026 16:41,Jhol - Acoustic,Maanu,0.52,0.26,16
02-01-2026 16:47,Like Jennie,Jennie,0.82,0.74,16
02-01-2026 16:52,Swim,Chase Atlantic,0.08,0.54,16
02-01-2026 16:55,Like Jennie,Jennie,0.82,0.74,16
02-01-2026 16:58,Barbaad,The Rish,0.28,0.51,16
02-01-2026 20:25,Gimme More,Britney Spears,0.38,0.84,20
02-01-2026 20:30,WOKE UP,XG,0.46,0.63,20
02-01-2026 20:37,NO,Meghan Trainor,0.66,0.8,20
03-01-2026 00:17,Love wins all,IU,0.32,0.45,0
03-01-2026 00:24,Hurts So Good,Astrid S,0.38,0.61,0
03-01-2026 00:28,Still With You,Jung Kook,0.34,0.47,0
03-01-2026 00:31,Mi Gente,J Balvin,0.31,0.69,0
03-01-2026 00:36,pov,Ariana Grande,0.17,0.53,0
03-01-2026 00:40,Serendipity,BTS,0.23,0.58,0
03-01-2026 01:59,ONLY,LeeHi,0.15,0.3,1
03-01-2026 02:05,Still With You,Jung Kook,0.34,0.47,2
03-01-2026 02:11,Friends,Chase Atlantic,0.08,0.61,2
03-01-2026 02:16,Glimpse of Us,Joji,0.27,0.29,2
03-01-2026 02:19,Die With A Smile,Lady Gaga,0.54,0.59,2
04-01-2026 12:25,pov,Ariana Grande,0.17,0.53,12
04-01-2026 12:31,Who,Jimin,0.84,0.76,12
04-01-2026 12:36,Apocalypse,Cigarettes After Sex,0.17,0.47,12
04-01-2026 12:39,supenatural,Ariana Grande,0.52,0.71,12
04-01-2026 12:45,Enduko Emo,Alaap Raju,0.7,0.63,12
04-01-2026 12:50,Mantra,JENNIE,0.84,0.73,12
04-01-2026 12:53,All The Stars,Kendrick Lamar,0.55,0.63,12
04-01-2026 15:17,Glimpse of Us,Joji,0.27,0.29,15
